record_id,field,original_text,cleaned_text,words,segmented_text,pos_tags,word_count,unique_word_count,words_list,word_frequencies,lexical_diversity
75,新聞標題,前助理蘿拉反咬蔡阿嘎，控逃稅與非MIT商品英文Ex-Assistant Laura Accuses Tsai Aga of Tax Evasion and Fake MIT Products,前助理蘿拉反咬蔡阿嘎，控逃稅與非商品英文-,"['前', '助理', '蘿拉', '反咬', '蔡阿嘎', '，', '控逃', '稅', '與', '非', '商品', '英文', '-']",前 / 助理 / 蘿拉 / 反咬 / 蔡阿嘎 / ， / 控逃 / 稅 / 與 / 非 / 商品 / 英文 / -,前/f | 助理/vn | 蘿拉/nrt | 反咬/v | 蔡阿嘎/nr | ，/x | 控逃/v | 稅/n | 與/p | 非/h | 商品/n | 英文/nz | -/x,13,13,"前, 助理, 蘿拉, 反咬, 蔡阿嘎, ，, 控逃, 稅, 與, 非, 商品, 英文, -","{'前': 1, '助理': 1, '蘿拉': 1, '反咬': 1, '蔡阿嘎': 1, '，': 1, '控逃': 1, '稅': 1, '與': 1, '非': 1, '商品': 1, '英文': 1, '-': 1}",1.0
76,新聞標題,"趙露思罹失語症停工休養 引心理健康關注Zhao Lusi Faces Aphasia, Sparks Mental Health Awareness",趙露思罹失語症停工休養引心理健康關注,"['趙露思', '罹失', '語症', '停工', '休養', '引', '心理健康', '關注']",趙露思 / 罹失 / 語症 / 停工 / 休養 / 引 / 心理健康 / 關注,趙露思/nr | 罹失/v | 語症/n | 停工/v | 休養/v | 引/v | 心理健康/n | 關注/v,8,8,"趙露思, 罹失, 語症, 停工, 休養, 引, 心理健康, 關注","{'趙露思': 1, '罹失': 1, '語症': 1, '停工': 1, '休養': 1, '引': 1, '心理健康': 1, '關注': 1}",1.0
77,新聞標題,高鐵南延屏東 高雄方案啟動經濟新章HSR Extension to Pingtung: Kaohsiung Plan Launches,高鐵南延屏東高雄方案啟動經濟新章,"['高', '鐵', '南延屏', '東高雄', '方案', '啟動', '經濟', '新章']",高 / 鐵 / 南延屏 / 東高雄 / 方案 / 啟動 / 經濟 / 新章,高/a | 鐵/n | 南延屏/nr | 東高雄/nr | 方案/n | 啟動/vn | 經濟/n | 新章/n,8,8,"高, 鐵, 南延屏, 東高雄, 方案, 啟動, 經濟, 新章","{'高': 1, '鐵': 1, '南延屏': 1, '東高雄': 1, '方案': 1, '啟動': 1, '經濟': 1, '新章': 1}",1.0
78,新聞標題,柯文哲3000萬交保 北檢不滿將抗告Ko Wen-je Released on $3 Million Bail; Prosecutors to Appeal,柯文哲3000萬交保北檢不滿將抗告-3,"['柯文', '哲', '3000', '萬', '交保', '北檢', '不滿', '將', '抗告', '-', '3']",柯文 / 哲 / 3000 / 萬 / 交保 / 北檢 / 不滿 / 將 / 抗告 / - / 3,柯文/nz | 哲/n | 3000/m | 萬/m | 交保/j | 北檢/j | 不滿/v | 將/d | 抗告/n | -/x | 3/x,11,11,"柯文, 哲, 3000, 萬, 交保, 北檢, 不滿, 將, 抗告, -, 3","{'柯文': 1, '哲': 1, '3000': 1, '萬': 1, '交保': 1, '北檢': 1, '不滿': 1, '將': 1, '抗告': 1, '-': 1, '3': 1}",1.0
79,新聞標題,113學年大專註冊率公布！9校低於六成University Enrollment Rates: 9 Schools Below 60%,113學年大專註冊率公布！9校低於六成960,"['113', '學年', '大專', '註', '冊', '率', '公布', '！', '9', '校', '低', '於', '六成', '960']",113 / 學年 / 大專 / 註 / 冊 / 率 / 公布 / ！ / 9 / 校 / 低 / 於 / 六成 / 960,113/m | 學年/n | 大專/nr | 註/zg | 冊/q | 率/v | 公布/v | ！/x | 9/m | 校/ng | 低/a | 於/nr | 六成/m | 960/m,14,14,"113, 學年, 大專, 註, 冊, 率, 公布, ！, 9, 校, 低, 於, 六成, 960","{'113': 1, '學年': 1, '大專': 1, '註': 1, '冊': 1, '率': 1, '公布': 1, '！': 1, '9': 1, '校': 1, '低': 1, '於': 1, '六成': 1, '960': 1}",1.0
80,新聞標題,hMPV疫情升溫：高危群體需警惕，專家籲科學防疫Rising hMPV Cases: Experts Urge Caution and Prevention,疫情升溫：高危群體需警惕，專家籲科學防疫,"['疫情', '升溫', '：', '高', '危群', '體需', '警惕', '，', '專家', '籲', '科學', '防疫']",疫情 / 升溫 / ： / 高 / 危群 / 體需 / 警惕 / ， / 專家 / 籲 / 科學 / 防疫,疫情/n | 升溫/v | ：/x | 高/a | 危群/n | 體需/n | 警惕/v | ，/x | 專家/n | 籲/vg | 科學/n | 防疫/vn,12,12,"疫情, 升溫, ：, 高, 危群, 體需, 警惕, ，, 專家, 籲, 科學, 防疫","{'疫情': 1, '升溫': 1, '：': 1, '高': 1, '危群': 1, '體需': 1, '警惕': 1, '，': 1, '專家': 1, '籲': 1, '科學': 1, '防疫': 1}",1.0
81,新聞標題,北檢起訴柯文哲：求刑28年半Ko Wen-je Indicted: 28 Years Sought,北檢起訴柯文哲：求刑28年半-28,"['北檢', '起訴', '柯文', '哲', '：', '求刑', '28', '年半', '-', '28']",北檢 / 起訴 / 柯文 / 哲 / ： / 求刑 / 28 / 年半 / - / 28,北檢/j | 起訴/v | 柯文/nz | 哲/n | ：/x | 求刑/v | 28/m | 年半/t | -/x | 28/m,10,9,"北檢, 起訴, 柯文, 哲, ：, 求刑, 28, 年半, -, 28","{'北檢': 1, '起訴': 1, '柯文': 1, '哲': 1, '：': 1, '求刑': 1, '28': 2, '年半': 1, '-': 1}",0.9
82,新聞標題,大法官提名衝擊司法信任 Judicial Nomination Standoff,大法官提名衝擊司法信任,"['大法官', '提名', '衝擊', '司法', '信任']",大法官 / 提名 / 衝擊 / 司法 / 信任,大法官/n | 提名/v | 衝擊/vn | 司法/n | 信任/n,5,5,"大法官, 提名, 衝擊, 司法, 信任","{'大法官': 1, '提名': 1, '衝擊': 1, '司法': 1, '信任': 1}",1.0
83,新聞標題,長照負擔沉重 弒親案震驚社會Family Burden Sparks Shocking Murder Case,長照負擔沉重弒親案震驚社會,"['長照', '負擔', '沉重', '弒', '親案', '震驚', '社會']",長照 / 負擔 / 沉重 / 弒 / 親案 / 震驚 / 社會,長照/n | 負擔/v | 沉重/a | 弒/vg | 親案/n | 震驚/v | 社會/n,7,7,"長照, 負擔, 沉重, 弒, 親案, 震驚, 社會","{'長照': 1, '負擔': 1, '沉重': 1, '弒': 1, '親案': 1, '震驚': 1, '社會': 1}",1.0
84,新聞標題,北市麥當勞性侵案 少女憂鬱輕生McDonald's Scandal: Teen Dies After Abuse,北市麥當勞性侵案少女憂鬱輕生,"['北市', '麥', '當', '勞性', '侵案', '少女', '憂鬱輕生']",北市 / 麥 / 當 / 勞性 / 侵案 / 少女 / 憂鬱輕生,北市/ns | 麥/ng | 當/p | 勞性/n | 侵案/v | 少女/n | 憂鬱輕生/i,7,7,"北市, 麥, 當, 勞性, 侵案, 少女, 憂鬱輕生","{'北市': 1, '麥': 1, '當': 1, '勞性': 1, '侵案': 1, '少女': 1, '憂鬱輕生': 1}",1.0
85,新聞標題,"三重老伯鬧跳蛙公車，全車延誤半小時Elderly Man Disrupts Bus, Delays Passengers",三重老伯鬧跳蛙公車，全車延誤半小時,"['三重', '老伯', '鬧', '跳', '蛙', '公車', '，', '全車', '延誤', '半', '小', '時']",三重 / 老伯 / 鬧 / 跳 / 蛙 / 公車 / ， / 全車 / 延誤 / 半 / 小 / 時,三重/m | 老伯/nr | 鬧/v | 跳/v | 蛙/ng | 公車/n | ，/x | 全車/n | 延誤/v | 半/m | 小/a | 時/ng,12,12,"三重, 老伯, 鬧, 跳, 蛙, 公車, ，, 全車, 延誤, 半, 小, 時","{'三重': 1, '老伯': 1, '鬧': 1, '跳': 1, '蛙': 1, '公車': 1, '，': 1, '全車': 1, '延誤': 1, '半': 1, '小': 1, '時': 1}",1.0
86,新聞標題,"卓揆：修法恐致中央救災無力""Premier Chuo Warns: Reform May Weaken Central Aid""",卓揆：修法恐致中央救災無力,"['卓揆', '：', '修法', '恐致', '中央', '救災無力']",卓揆 / ： / 修法 / 恐致 / 中央 / 救災無力,卓揆/nr | ：/x | 修法/v | 恐致/a | 中央/n | 救災無力/l,6,6,"卓揆, ：, 修法, 恐致, 中央, 救災無力","{'卓揆': 1, '：': 1, '修法': 1, '恐致': 1, '中央': 1, '救災無力': 1}",1.0
87,新聞標題,浮洲站驚魂：男子跳軌後奇蹟生還Miracle Escape: Man Survives Train Collision,浮洲站驚魂：男子跳軌後奇蹟生還,"['浮洲', '站', '驚魂', '：', '男子', '跳', '軌', '後', '奇', '蹟', '生', '還']",浮洲 / 站 / 驚魂 / ： / 男子 / 跳 / 軌 / 後 / 奇 / 蹟 / 生 / 還,浮洲/ns | 站/v | 驚魂/i | ：/x | 男子/n | 跳/v | 軌/ng | 後/nr | 奇/nr | 蹟/zg | 生/v | 還/d,12,12,"浮洲, 站, 驚魂, ：, 男子, 跳, 軌, 後, 奇, 蹟, 生, 還","{'浮洲': 1, '站': 1, '驚魂': 1, '：': 1, '男子': 1, '跳': 1, '軌': 1, '後': 1, '奇': 1, '蹟': 1, '生': 1, '還': 1}",1.0
88,新聞標題,立法院強行通過法案 賴清德批程序Legislature Passes Bills; Lai Criticizes Process,立法院強行通過法案賴清德批程序,"['立法院', '強行', '通過', '法案', '賴清德', '批', '程序']",立法院 / 強行 / 通過 / 法案 / 賴清德 / 批 / 程序,立法院/l | 強行/v | 通過/p | 法案/n | 賴清德/nr | 批/v | 程序/n,7,7,"立法院, 強行, 通過, 法案, 賴清德, 批, 程序","{'立法院': 1, '強行': 1, '通過': 1, '法案': 1, '賴清德': 1, '批': 1, '程序': 1}",1.0
89,新聞標題,"台中倉庫火災：9死8傷 工安問題再揭危機Taiwan Warehouse Fire: 9 Dead, 8 Injured, Safety Issues Exposed",台中倉庫火災：9死8傷工安問題再揭危機98,"['台中', '倉庫', '火災', '：', '9', '死', '8', '傷工安', '問題', '再', '揭', '危機', '98']",台中 / 倉庫 / 火災 / ： / 9 / 死 / 8 / 傷工安 / 問題 / 再 / 揭 / 危機 / 98,台中/s | 倉庫/n | 火災/n | ：/x | 9/m | 死/v | 8/m | 傷工安/n | 問題/n | 再/d | 揭/v | 危機/n | 98/m,13,13,"台中, 倉庫, 火災, ：, 9, 死, 8, 傷工安, 問題, 再, 揭, 危機, 98","{'台中': 1, '倉庫': 1, '火災': 1, '：': 1, '9': 1, '死': 1, '8': 1, '傷工安': 1, '問題': 1, '再': 1, '揭': 1, '危機': 1, '98': 1}",1.0
90,新聞標題,"台中網紅甜點店倒閉 老闆夫妻桃園身亡Popular Taichung Dessert Shop Closes, Owners Dead",台中網紅甜點店倒閉老闆夫妻桃園身亡,"['台中', '網', '紅甜', '點', '店', '倒', '閉', '老', '闆', '夫妻', '桃園', '身亡']",台中 / 網 / 紅甜 / 點 / 店 / 倒 / 閉 / 老 / 闆 / 夫妻 / 桃園 / 身亡,台中/ns | 網/n | 紅甜/nr | 點/q | 店/n | 倒/v | 閉/v | 老/a | 闆/zg | 夫妻/n | 桃園/ns | 身亡/v,12,12,"台中, 網, 紅甜, 點, 店, 倒, 閉, 老, 闆, 夫妻, 桃園, 身亡","{'台中': 1, '網': 1, '紅甜': 1, '點': 1, '店': 1, '倒': 1, '閉': 1, '老': 1, '闆': 1, '夫妻': 1, '桃園': 1, '身亡': 1}",1.0
91,新聞標題,"王義川倒水爭議爆發引發霸凌與政治攻防討論""Water Controversy Erupts in Parliament, Sparks Bullying and Political Debate""",王義川倒水爭議爆發引發霸凌與政治攻防討論,"['王義川', '倒水', '爭議', '爆發', '引發', '霸凌', '與', '政治', '攻防', '討論']",王義川 / 倒水 / 爭議 / 爆發 / 引發 / 霸凌 / 與 / 政治 / 攻防 / 討論,王義川/nr | 倒水/v | 爭議/n | 爆發/v | 引發/v | 霸凌/n | 與/p | 政治/n | 攻防/v | 討論/v,10,10,"王義川, 倒水, 爭議, 爆發, 引發, 霸凌, 與, 政治, 攻防, 討論","{'王義川': 1, '倒水': 1, '爭議': 1, '爆發': 1, '引發': 1, '霸凌': 1, '與': 1, '政治': 1, '攻防': 1, '討論': 1}",1.0
92,新聞標題,醫院麻疹群聚累計5例 疾管署強化防疫Hospital Measles Cluster Hits 5 Cases; CDC Tightens Measures,醫院麻疹群聚累計5例疾管署強化防疫5,"['醫院', '麻疹', '群聚', '累計', '5', '例疾', '管署', '強化', '防疫', '5']",醫院 / 麻疹 / 群聚 / 累計 / 5 / 例疾 / 管署 / 強化 / 防疫 / 5,醫院/n | 麻疹/n | 群聚/v | 累計/v | 5/m | 例疾/n | 管署/v | 強化/v | 防疫/vn | 5/x,10,9,"醫院, 麻疹, 群聚, 累計, 5, 例疾, 管署, 強化, 防疫, 5","{'醫院': 1, '麻疹': 1, '群聚': 1, '累計': 1, '5': 2, '例疾': 1, '管署': 1, '強化': 1, '防疫': 1}",0.9
93,新聞標題,"《零日攻擊》補助1.1億引爭議，程序正義惹議""Zero Day Attack"" Receives $1.13B, Sparks Debate",《零日攻擊》補助11億引爭議，程序正義惹議113,"['《', '零日', '攻擊', '》', '補助', '11', '億', '引爭議', '，', '程序', '正義', '惹議', '113']",《 / 零日 / 攻擊 / 》 / 補助 / 11 / 億 / 引爭議 / ， / 程序 / 正義 / 惹議 / 113,《/x | 零日/m | 攻擊/v | 》/x | 補助/v | 11/m | 億/m | 引爭議/n | ，/x | 程序/n | 正義/n | 惹議/v | 113/m,13,13,"《, 零日, 攻擊, 》, 補助, 11, 億, 引爭議, ，, 程序, 正義, 惹議, 113","{'《': 1, '零日': 1, '攻擊': 1, '》': 1, '補助': 1, '11': 1, '億': 1, '引爭議': 1, '，': 1, '程序': 1, '正義': 1, '惹議': 1, '113': 1}",1.0
94,新聞標題,"「蓋錯選票？黃珊珊事件引發政治角力討論」""Voting Mistake? Shan-Shan Huang Incident Ignites Political Tug-of-War Debate""",「蓋錯選票？黃珊珊事件引發政治角力討論」---,"['「', '蓋錯', '選票', '？', '黃珊', '珊', '事件', '引發', '政治', '角力', '討論', '」', '-', '-', '-']",「 / 蓋錯 / 選票 / ？ / 黃珊 / 珊 / 事件 / 引發 / 政治 / 角力 / 討論 / 」 / - / - / -,「/x | 蓋錯/nr | 選票/v | ？/x | 黃珊/ns | 珊/n | 事件/n | 引發/v | 政治/n | 角力/n | 討論/v | 」/x | -/x | -/x | -/x,15,13,"「, 蓋錯, 選票, ？, 黃珊, 珊, 事件, 引發, 政治, 角力, 討論, 」, -, -, -","{'「': 1, '蓋錯': 1, '選票': 1, '？': 1, '黃珊': 1, '珊': 1, '事件': 1, '引發': 1, '政治': 1, '角力': 1, '討論': 1, '」': 1, '-': 3}",0.8666666666666667
95,新聞標題,"「三台人遭捕 羅文嘉促雙城論壇關注」""Taiwanese Detained: Lo Calls for Forum Action""",「三台人遭捕羅文嘉促雙城論壇關注」,"['「', '三台', '人', '遭捕', '羅文嘉', '促', '雙城', '論壇', '關注', '」']",「 / 三台 / 人 / 遭捕 / 羅文嘉 / 促 / 雙城 / 論壇 / 關注 / 」,「/x | 三台/m | 人/n | 遭捕/v | 羅文嘉/nr | 促/v | 雙城/n | 論壇/n | 關注/v | 」/x,10,10,"「, 三台, 人, 遭捕, 羅文嘉, 促, 雙城, 論壇, 關注, 」","{'「': 1, '三台': 1, '人': 1, '遭捕': 1, '羅文嘉': 1, '促': 1, '雙城': 1, '論壇': 1, '關注': 1, '」': 1}",1.0
96,新聞標題,農業專才誤入歧途非法種植大麻市值2850萬$28.5M Cannabis Operation Exposed,農業專才誤入歧途非法種植大麻市值2850萬285,"['農業', '專才', '誤入', '歧途', '非法', '種', '植', '大麻', '市值', '2850', '萬', '285']",農業 / 專才 / 誤入 / 歧途 / 非法 / 種 / 植 / 大麻 / 市值 / 2850 / 萬 / 285,農業/n | 專才/d | 誤入/v | 歧途/n | 非法/b | 種/m | 植/n | 大麻/n | 市值/n | 2850/m | 萬/m | 285/m,12,12,"農業, 專才, 誤入, 歧途, 非法, 種, 植, 大麻, 市值, 2850, 萬, 285","{'農業': 1, '專才': 1, '誤入': 1, '歧途': 1, '非法': 1, '種': 1, '植': 1, '大麻': 1, '市值': 1, '2850': 1, '萬': 1, '285': 1}",1.0
97,新聞標題,關稅歸零爭議：國產車工業面臨存亡考驗Zero Tariff Debate: Taiwan’s Domestic Car Industry Faces Survival Challenge,關稅歸零爭議：國產車工業面臨存亡考驗,"['關稅', '歸', '零爭', '議', '：', '國產車', '工業', '面臨', '存亡', '考驗']",關稅 / 歸 / 零爭 / 議 / ： / 國產車 / 工業 / 面臨 / 存亡 / 考驗,關稅/n | 歸/v | 零爭/vn | 議/n | ：/x | 國產車/n | 工業/n | 面臨/v | 存亡/v | 考驗/vn,10,10,"關稅, 歸, 零爭, 議, ：, 國產車, 工業, 面臨, 存亡, 考驗","{'關稅': 1, '歸': 1, '零爭': 1, '議': 1, '：': 1, '國產車': 1, '工業': 1, '面臨': 1, '存亡': 1, '考驗': 1}",1.0
98,新聞標題,高鐵自由座規則引熱議，單人乘客感不公平Taiwan's High-Speed Rail Seat Policy Sparks Debate on Fairness,高鐵自由座規則引熱議，單人乘客感不公平-,"['高鐵', '自由', '座', '規則', '引熱', '議', '，', '單人', '乘客', '感不', '公平', '-']",高鐵 / 自由 / 座 / 規則 / 引熱 / 議 / ， / 單人 / 乘客 / 感不 / 公平 / -,高鐵/nr | 自由/a | 座/q | 規則/n | 引熱/v | 議/n | ，/x | 單人/n | 乘客/n | 感不/l | 公平/n | -/x,12,12,"高鐵, 自由, 座, 規則, 引熱, 議, ，, 單人, 乘客, 感不, 公平, -","{'高鐵': 1, '自由': 1, '座': 1, '規則': 1, '引熱': 1, '議': 1, '，': 1, '單人': 1, '乘客': 1, '感不': 1, '公平': 1, '-': 1}",1.0
99,新聞標題,黑熊學院使用陸製無人機引爭議，Black Bear Academy Apologizes for Using Chinese-Made Drone,黑熊學院使用陸製無人機引爭議，-,"['黑熊', '學院', '使用', '陸', '製', '無', '人', '機', '引', '爭', '議', '，', '-']",黑熊 / 學院 / 使用 / 陸 / 製 / 無 / 人 / 機 / 引 / 爭 / 議 / ， / -,黑熊/z | 學院/n | 使用/v | 陸/nr | 製/zg | 無/v | 人/n | 機/ng | 引/v | 爭/v | 議/v | ，/x | -/x,13,13,"黑熊, 學院, 使用, 陸, 製, 無, 人, 機, 引, 爭, 議, ，, -","{'黑熊': 1, '學院': 1, '使用': 1, '陸': 1, '製': 1, '無': 1, '人': 1, '機': 1, '引': 1, '爭': 1, '議': 1, '，': 1, '-': 1}",1.0
100,新聞標題,北科大亮刀事件 校方展開輔導調查Knife Incident at NTUT: Counseling and Probe Begin,北科大亮刀事件校方展開輔導調查,"['北科大', '亮刀', '事件', '校方', '展開', '輔導', '調查']",北科大 / 亮刀 / 事件 / 校方 / 展開 / 輔導 / 調查,北科大/j | 亮刀/n | 事件/n | 校方/n | 展開/v | 輔導/vn | 調查/vn,7,7,"北科大, 亮刀, 事件, 校方, 展開, 輔導, 調查","{'北科大': 1, '亮刀': 1, '事件': 1, '校方': 1, '展開': 1, '輔導': 1, '調查': 1}",1.0
101,新聞標題,台中婦人慘遭詐騙7300萬 地面師手法真實上演Taiwan Woman Scammed of NT$73M in 'Master Fraud' Plot,台中婦人慘遭詐騙7300萬地面師手法真實上演73,"['台中', '婦人', '慘遭', '詐騙', '7300', '萬', '地面', '師', '手法', '真實', '上演', '73']",台中 / 婦人 / 慘遭 / 詐騙 / 7300 / 萬 / 地面 / 師 / 手法 / 真實 / 上演 / 73,台中/s | 婦人/n | 慘遭/v | 詐騙/vn | 7300/m | 萬/m | 地面/n | 師/zg | 手法/n | 真實/d | 上演/v | 73/m,12,12,"台中, 婦人, 慘遭, 詐騙, 7300, 萬, 地面, 師, 手法, 真實, 上演, 73","{'台中': 1, '婦人': 1, '慘遭': 1, '詐騙': 1, '7300': 1, '萬': 1, '地面': 1, '師': 1, '手法': 1, '真實': 1, '上演': 1, '73': 1}",1.0
102,新聞標題,「凍結預算50%」黃國昌批台糖追討不力 引發朝野激辯Taiwan Sugar Corporation Faces Scrutiny Over Slow Debt Recovery Process,「凍結預算50」黃國昌批台糖追討不力引發朝野激辯,"['「', '凍結', '預算', '50', '」', '黃國昌', '批', '台糖', '追討', '不力', '引發', '朝野', '激辯']",「 / 凍結 / 預算 / 50 / 」 / 黃國昌 / 批 / 台糖 / 追討 / 不力 / 引發 / 朝野 / 激辯,「/x | 凍結/v | 預算/v | 50/m | 」/x | 黃國昌/nr | 批/v | 台糖/n | 追討/v | 不力/n | 引發/v | 朝野/ns | 激辯/v,13,13,"「, 凍結, 預算, 50, 」, 黃國昌, 批, 台糖, 追討, 不力, 引發, 朝野, 激辯","{'「': 1, '凍結': 1, '預算': 1, '50': 1, '」': 1, '黃國昌': 1, '批': 1, '台糖': 1, '追討': 1, '不力': 1, '引發': 1, '朝野': 1, '激辯': 1}",1.0
103,新聞標題,陳彥翔縱火案死刑改判無期 引發社會高度爭議Chen Arson Case Reduced to Life,陳彥翔縱火案死刑改判無期引發社會高度爭議,"['陳彥翔', '縱', '火案', '死刑', '改判', '無期', '引發', '社會', '高度', '爭議']",陳彥翔 / 縱 / 火案 / 死刑 / 改判 / 無期 / 引發 / 社會 / 高度 / 爭議,陳彥翔/nr | 縱/v | 火案/n | 死刑/v | 改判/vn | 無期/d | 引發/v | 社會/n | 高度/n | 爭議/n,10,10,"陳彥翔, 縱, 火案, 死刑, 改判, 無期, 引發, 社會, 高度, 爭議","{'陳彥翔': 1, '縱': 1, '火案': 1, '死刑': 1, '改判': 1, '無期': 1, '引發': 1, '社會': 1, '高度': 1, '爭議': 1}",1.0
104,新聞標題,台南御珍坊愛心餐喊停：濫用行為讓善意初衷失焦Tainan's Yuzhenfang Halts Charity Meals: Misuse of Kindness Sparks Controversy,台南御珍坊愛心餐喊停：濫用行為讓善意初衷失焦,"['台南', '御', '珍', '坊', '愛', '心餐', '喊停', '：', '濫用', '行為', '讓', '善意', '初衷', '失焦']",台南 / 御 / 珍 / 坊 / 愛 / 心餐 / 喊停 / ： / 濫用 / 行為 / 讓 / 善意 / 初衷 / 失焦,台南/ns | 御/vg | 珍/ng | 坊/ng | 愛/v | 心餐/n | 喊停/v | ：/x | 濫用/v | 行為/v | 讓/v | 善意/v | 初衷/d | 失焦/v,14,14,"台南, 御, 珍, 坊, 愛, 心餐, 喊停, ：, 濫用, 行為, 讓, 善意, 初衷, 失焦","{'台南': 1, '御': 1, '珍': 1, '坊': 1, '愛': 1, '心餐': 1, '喊停': 1, '：': 1, '濫用': 1, '行為': 1, '讓': 1, '善意': 1, '初衷': 1, '失焦': 1}",1.0
105,新聞標題,"新北88會館案嫌犯出境引爭議：司法效能再遭質疑Suspect in New Taipei 88 Club Case Flees Abroad, Sparking Judicial Criticism",新北88會館案嫌犯出境引爭議：司法效能再遭質疑88,"['新北', '88', '會館', '案', '嫌犯', '出境', '引爭議', '：', '司法', '效能', '再', '遭', '質疑', '88']",新北 / 88 / 會館 / 案 / 嫌犯 / 出境 / 引爭議 / ： / 司法 / 效能 / 再 / 遭 / 質疑 / 88,新北/ns | 88/m | 會館/n | 案/n | 嫌犯/n | 出境/n | 引爭議/n | ：/x | 司法/n | 效能/n | 再/d | 遭/v | 質疑/v | 88/m,14,13,"新北, 88, 會館, 案, 嫌犯, 出境, 引爭議, ：, 司法, 效能, 再, 遭, 質疑, 88","{'新北': 1, '88': 2, '會館': 1, '案': 1, '嫌犯': 1, '出境': 1, '引爭議': 1, '：': 1, '司法': 1, '效能': 1, '再': 1, '遭': 1, '質疑': 1}",0.9285714285714286
106,新聞標題,高鐵潑水糾紛引騷動 母子與藍衣女子和解Water Dispute on Taiwan HSR Settled Peacefully,高鐵潑水糾紛引騷動母子與藍衣女子和解,"['高', '鐵', '潑', '水', '糾紛', '引', '騷動', '母子', '與', '藍衣', '女子', '和解']",高 / 鐵 / 潑 / 水 / 糾紛 / 引 / 騷動 / 母子 / 與 / 藍衣 / 女子 / 和解,高/a | 鐵/n | 潑/v | 水/n | 糾紛/n | 引/v | 騷動/v | 母子/n | 與/p | 藍衣/n | 女子/n | 和解/v,12,12,"高, 鐵, 潑, 水, 糾紛, 引, 騷動, 母子, 與, 藍衣, 女子, 和解","{'高': 1, '鐵': 1, '潑': 1, '水': 1, '糾紛': 1, '引': 1, '騷動': 1, '母子': 1, '與': 1, '藍衣': 1, '女子': 1, '和解': 1}",1.0
107,新聞標題,"「內湖雙屍命案揭投資詐騙黑幕，檢警持續偵辦」""Neihu Double Murder Unveils Investment Fraud Scandal, Investigation Underway""",「內湖雙屍命案揭投資詐騙黑幕，檢警持續偵辦」,"['「', '內湖', '雙屍', '命案', '揭', '投資', '詐騙', '黑幕', '，', '檢警', '持續', '偵辦', '」']",「 / 內湖 / 雙屍 / 命案 / 揭 / 投資 / 詐騙 / 黑幕 / ， / 檢警 / 持續 / 偵辦 / 」,「/x | 內湖/ns | 雙屍/n | 命案/n | 揭/v | 投資/vn | 詐騙/vn | 黑幕/n | ，/x | 檢警/vn | 持續/vd | 偵辦/v | 」/x,13,13,"「, 內湖, 雙屍, 命案, 揭, 投資, 詐騙, 黑幕, ，, 檢警, 持續, 偵辦, 」","{'「': 1, '內湖': 1, '雙屍': 1, '命案': 1, '揭': 1, '投資': 1, '詐騙': 1, '黑幕': 1, '，': 1, '檢警': 1, '持續': 1, '偵辦': 1, '」': 1}",1.0
108,新聞標題,"台北醫美事故掀麻醉爭議」""Taipei Aesthetic Incident Spurs Anesthesia Debate""",台北醫美事故掀麻醉爭議」,"['台北', '醫美', '事故', '掀', '麻醉', '爭議', '」']",台北 / 醫美 / 事故 / 掀 / 麻醉 / 爭議 / 」,台北/ns | 醫美/j | 事故/n | 掀/v | 麻醉/nr | 爭議/n | 」/x,7,7,"台北, 醫美, 事故, 掀, 麻醉, 爭議, 」","{'台北': 1, '醫美': 1, '事故': 1, '掀': 1, '麻醉': 1, '爭議': 1, '」': 1}",1.0
109,新聞標題,民眾黨遊行：捍衛勞工權益TPP March: Advocating Labor Rights,民眾黨遊行：捍衛勞工權益,"['民眾黨', '遊行', '：', '捍衛', '勞工', '權益']",民眾黨 / 遊行 / ： / 捍衛 / 勞工 / 權益,民眾黨/nt | 遊行/v | ：/x | 捍衛/v | 勞工/vn | 權益/n,6,6,"民眾黨, 遊行, ：, 捍衛, 勞工, 權益","{'民眾黨': 1, '遊行': 1, '：': 1, '捍衛': 1, '勞工': 1, '權益': 1}",1.0
110,新聞標題,"台鐵高層共識營專業訓練還是豪華旅遊？""Taiwan Railways Leadership Workshop: Professional Training or Luxurious Getaway?""",台鐵高層共識營專業訓練還是豪華旅遊？,"['台鐵', '高層共', '識營', '專業', '訓練', '還', '是', '豪華', '旅遊', '？']",台鐵 / 高層共 / 識營 / 專業 / 訓練 / 還 / 是 / 豪華 / 旅遊 / ？,台鐵/n | 高層共/b | 識營/vn | 專業/n | 訓練/vn | 還/d | 是/v | 豪華/a | 旅遊/vn | ？/x,10,10,"台鐵, 高層共, 識營, 專業, 訓練, 還, 是, 豪華, 旅遊, ？","{'台鐵': 1, '高層共': 1, '識營': 1, '專業': 1, '訓練': 1, '還': 1, '是': 1, '豪華': 1, '旅遊': 1, '？': 1}",1.0
