record_id,field,original_text,cleaned_text,words,segmented_text,pos_tags,word_count,unique_word_count,words_list,word_frequencies,lexical_diversity
218,新聞標題,查創意私房高級會員 檢方從嚴偵辦80 Premium Users Face Investigation,查創意私房高級會員檢方從嚴偵辦80,"['查', '創意', '私房', '高級', '會員', '檢方', '從嚴', '偵辦', '80']",查 / 創意 / 私房 / 高級 / 會員 / 檢方 / 從嚴 / 偵辦 / 80,查/v | 創意/v | 私房/n | 高級/b | 會員/n | 檢方/n | 從嚴/d | 偵辦/v | 80/m,9,9,"查, 創意, 私房, 高級, 會員, 檢方, 從嚴, 偵辦, 80","{'查': 1, '創意': 1, '私房': 1, '高級': 1, '會員': 1, '檢方': 1, '從嚴': 1, '偵辦': 1, '80': 1}",1.0
219,新聞標題,全台健康調查惹議 家長不安Kids' Blood Draw Sparks Outcry,全台健康調查惹議家長不安,"['全', '台', '健康', '調查', '惹議', '家長', '不安']",全 / 台 / 健康 / 調查 / 惹議 / 家長 / 不安,全/a | 台/q | 健康/a | 調查/vn | 惹議/v | 家長/n | 不安/a,7,7,"全, 台, 健康, 調查, 惹議, 家長, 不安","{'全': 1, '台': 1, '健康': 1, '調查': 1, '惹議': 1, '家長': 1, '不安': 1}",1.0
220,新聞標題,"罷免志工設攤遭驅趕 引爆醫院中立爭議Recall Volunteers Expelled, Hospital Neutrality in Question",罷免志工設攤遭驅趕引爆醫院中立爭議,"['罷', '免志', '工設', '攤', '遭', '驅趕', '引爆', '醫', '院中', '立爭', '議']",罷 / 免志 / 工設 / 攤 / 遭 / 驅趕 / 引爆 / 醫 / 院中 / 立爭 / 議,罷/v | 免志/n | 工設/vn | 攤/n | 遭/v | 驅趕/v | 引爆/v | 醫/zg | 院中/s | 立爭/vn | 議/n,11,11,"罷, 免志, 工設, 攤, 遭, 驅趕, 引爆, 醫, 院中, 立爭, 議","{'罷': 1, '免志': 1, '工設': 1, '攤': 1, '遭': 1, '驅趕': 1, '引爆': 1, '醫': 1, '院中': 1, '立爭': 1, '議': 1}",1.0
221,新聞標題,"綠營議員震撼發言：我們沒本錢分裂“No Room for Division,” Says DPP Rep",綠營議員震撼發言：我們沒本錢分裂,"['綠營', '議員', '震撼', '發言', '：', '我們', '沒', '本', '錢', '分裂']",綠營 / 議員 / 震撼 / 發言 / ： / 我們 / 沒 / 本 / 錢 / 分裂,綠營/vn | 議員/n | 震撼/v | 發言/v | ：/x | 我們/r | 沒/d | 本/r | 錢/n | 分裂/v,10,10,"綠營, 議員, 震撼, 發言, ：, 我們, 沒, 本, 錢, 分裂","{'綠營': 1, '議員': 1, '震撼': 1, '發言': 1, '：': 1, '我們': 1, '沒': 1, '本': 1, '錢': 1, '分裂': 1}",1.0
222,新聞標題,雅英霸氣回應「坐腿言論」Lee Stands Firm After Crude Remark,雅英霸氣回應「坐腿言論」,"['雅英霸', '氣', '回應', '「', '坐', '腿', '言', '論', '」']",雅英霸 / 氣 / 回應 / 「 / 坐 / 腿 / 言 / 論 / 」,雅英霸/nr | 氣/n | 回應/v | 「/x | 坐/v | 腿/n | 言/vg | 論/v | 」/x,9,9,"雅英霸, 氣, 回應, 「, 坐, 腿, 言, 論, 」","{'雅英霸': 1, '氣': 1, '回應': 1, '「': 1, '坐': 1, '腿': 1, '言': 1, '論': 1, '」': 1}",1.0
223,新聞標題,亞亞與Gapoņenko案：言論自由紅線之爭Free Speech vs. Security: Two Cases,亞亞與案：言論自由紅線之爭,"['亞亞', '與', '案', '：', '言論', '自由', '紅線', '之', '爭']",亞亞 / 與 / 案 / ： / 言論 / 自由 / 紅線 / 之 / 爭,亞亞/ns | 與/p | 案/n | ：/x | 言論/n | 自由/a | 紅線/n | 之/u | 爭/v,9,9,"亞亞, 與, 案, ：, 言論, 自由, 紅線, 之, 爭","{'亞亞': 1, '與': 1, '案': 1, '：': 1, '言論': 1, '自由': 1, '紅線': 1, '之': 1, '爭': 1}",1.0
224,新聞標題,鍾文智落跑真相？爆「AB電話紀錄」Chung Wen-chih Escapes: Record Split,鍾文智落跑真相？爆「電話紀錄」-,"['鍾', '文智', '落跑', '真相', '？', '爆', '「', '電話', '紀錄', '」', '-']",鍾 / 文智 / 落跑 / 真相 / ？ / 爆 / 「 / 電話 / 紀錄 / 」 / -,鍾/nr | 文智/n | 落跑/v | 真相/d | ？/x | 爆/v | 「/x | 電話/n | 紀錄/n | 」/x | -/x,11,11,"鍾, 文智, 落跑, 真相, ？, 爆, 「, 電話, 紀錄, 」, -","{'鍾': 1, '文智': 1, '落跑': 1, '真相': 1, '？': 1, '爆': 1, '「': 1, '電話': 1, '紀錄': 1, '」': 1, '-': 1}",1.0
225,新聞標題,抗中破功？綠助理被控洩密中國National Security Breach Sparks Outrage,抗中破功？綠助理被控洩密中國,"['抗中', '破功', '？', '綠', '助理', '被控', '洩密', '中國']",抗中 / 破功 / ？ / 綠 / 助理 / 被控 / 洩密 / 中國,抗中/nz | 破功/v | ？/x | 綠/x | 助理/vn | 被控/vn | 洩密/v | 中國/ns,8,8,"抗中, 破功, ？, 綠, 助理, 被控, 洩密, 中國","{'抗中': 1, '破功': 1, '？': 1, '綠': 1, '助理': 1, '被控': 1, '洩密': 1, '中國': 1}",1.0
226,新聞標題,"柯建銘爆嗆林淑芬：你是哪國的？Ko Yells: ""Which Country Are You From?""",柯建銘爆嗆林淑芬：你是哪國的？,"['柯建銘', '爆嗆', '林', '淑芬', '：', '你', '是', '哪國', '的', '？']",柯建銘 / 爆嗆 / 林 / 淑芬 / ： / 你 / 是 / 哪國 / 的 / ？,柯建銘/nr | 爆嗆/v | 林/ng | 淑芬/nrt | ：/x | 你/r | 是/v | 哪國/r | 的/uj | ？/x,10,10,"柯建銘, 爆嗆, 林, 淑芬, ：, 你, 是, 哪國, 的, ？","{'柯建銘': 1, '爆嗆': 1, '林': 1, '淑芬': 1, '：': 1, '你': 1, '是': 1, '哪國': 1, '的': 1, '？': 1}",1.0
227,新聞標題,醫療疏失！誤切雙側卵巢惹爭議 Medical Error Both Ovaries Removed,醫療疏失！誤切雙側卵巢惹爭議,"['醫療', '疏失', '！', '誤切', '雙側', '卵巢', '惹', '爭議']",醫療 / 疏失 / ！ / 誤切 / 雙側 / 卵巢 / 惹 / 爭議,醫療/n | 疏失/v | ！/x | 誤切/v | 雙側/n | 卵巢/n | 惹/v | 爭議/v,8,8,"醫療, 疏失, ！, 誤切, 雙側, 卵巢, 惹, 爭議","{'醫療': 1, '疏失': 1, '！': 1, '誤切': 1, '雙側': 1, '卵巢': 1, '惹': 1, '爭議': 1}",1.0
228,新聞標題,極端思想入侵！新國2青少年遭查辦2 Radicalised Youths Detained in SG,極端思想入侵！新國2青少年遭查辦2,"['極端', '思想', '入侵', '！', '新國', '2', '青少年', '遭查', '辦', '2']",極端 / 思想 / 入侵 / ！ / 新國 / 2 / 青少年 / 遭查 / 辦 / 2,極端/n | 思想/n | 入侵/v | ！/x | 新國/ns | 2/m | 青少年/nr | 遭查/v | 辦/n | 2/m,10,9,"極端, 思想, 入侵, ！, 新國, 2, 青少年, 遭查, 辦, 2","{'極端': 1, '思想': 1, '入侵': 1, '！': 1, '新國': 1, '2': 2, '青少年': 1, '遭查': 1, '辦': 1}",0.9
229,新聞標題,"川普對台課32%關稅 朝野掀交鋒Trump Slaps 32% Tariff on Taiwan, Tensions Rise",川普對台課32關稅朝野掀交鋒32,"['川普', '對', '台', '課', '32', '關稅', '朝野', '掀', '交鋒', '32']",川普 / 對 / 台 / 課 / 32 / 關稅 / 朝野 / 掀 / 交鋒 / 32,川普/nr | 對/p | 台/q | 課/n | 32/m | 關稅/n | 朝野/ns | 掀/v | 交鋒/n | 32/m,10,9,"川普, 對, 台, 課, 32, 關稅, 朝野, 掀, 交鋒, 32","{'川普': 1, '對': 1, '台': 1, '課': 1, '32': 2, '關稅': 1, '朝野': 1, '掀': 1, '交鋒': 1}",0.9
230,新聞標題,台鐵8138萬紀念燈惹議 引眾怒Memorial Lights Spark Backlash in Taiwan,台鐵8138萬紀念燈惹議引眾怒,"['台鐵', '8138', '萬紀', '念燈惹議', '引眾怒']",台鐵 / 8138 / 萬紀 / 念燈惹議 / 引眾怒,台鐵/n | 8138/m | 萬紀/t | 念燈惹議/i | 引眾怒/i,5,5,"台鐵, 8138, 萬紀, 念燈惹議, 引眾怒","{'台鐵': 1, '8138': 1, '萬紀': 1, '念燈惹議': 1, '引眾怒': 1}",1.0
231,新聞標題,"台北漢堡店長偷拍未成年曝光」""Taipei Burger Manager Filmed Teen Staff""",台北漢堡店長偷拍未成年曝光」,"['台北', '漢堡', '店長', '偷拍', '未成年', '曝光', '」']",台北 / 漢堡 / 店長 / 偷拍 / 未成年 / 曝光 / 」,台北/ns | 漢堡/ns | 店長/n | 偷拍/v | 未成年/l | 曝光/nz | 」/x,7,7,"台北, 漢堡, 店長, 偷拍, 未成年, 曝光, 」","{'台北': 1, '漢堡': 1, '店長': 1, '偷拍': 1, '未成年': 1, '曝光': 1, '」': 1}",1.0
232,新聞標題,"川普課32%關稅 高層吃潤餅Taiwan’s Prez Cheers Music, Not Crisis",川普課32關稅高層吃潤餅,"['川', '普', '課', '32', '關稅', '高層', '吃', '潤', '餅']",川 / 普 / 課 / 32 / 關稅 / 高層 / 吃 / 潤 / 餅,川/j | 普/nr | 課/n | 32/m | 關稅/n | 高層/n | 吃/v | 潤/v | 餅/n,9,9,"川, 普, 課, 32, 關稅, 高層, 吃, 潤, 餅","{'川': 1, '普': 1, '課': 1, '32': 1, '關稅': 1, '高層': 1, '吃': 1, '潤': 1, '餅': 1}",1.0
233,新聞標題,傳產遭關稅重創 勞工恐放無薪假Tariffs Devastate Traditional Industries; Unpaid Leave Looms for Workers,傳產遭關稅重創勞工恐放無薪假,"['傳產', '遭', '關稅', '重創', '勞工', '恐', '放', '無薪假']",傳產 / 遭 / 關稅 / 重創 / 勞工 / 恐 / 放 / 無薪假,傳產/n | 遭/v | 關稅/n | 重創/n | 勞工/vn | 恐/d | 放/v | 無薪假/i,8,8,"傳產, 遭, 關稅, 重創, 勞工, 恐, 放, 無薪假","{'傳產': 1, '遭': 1, '關稅': 1, '重創': 1, '勞工': 1, '恐': 1, '放': 1, '無薪假': 1}",1.0
234,新聞標題,"高考女職員不會Word被解職提告High Exam Score, Zero Skills? Lawsuit!",高考女職員不會被解職提告,"['高考', '女', '職員', '不', '會', '被', '解職', '提告']",高考 / 女 / 職員 / 不 / 會 / 被 / 解職 / 提告,高考/v | 女/b | 職員/n | 不/d | 會/v | 被/p | 解職/v | 提告/v,8,8,"高考, 女, 職員, 不, 會, 被, 解職, 提告","{'高考': 1, '女': 1, '職員': 1, '不': 1, '會': 1, '被': 1, '解職': 1, '提告': 1}",1.0
235,新聞標題,中華女足主場賽取消 草皮遭疑不合格Taiwan vs NZ Match Canceled Over Turf,中華女足主場賽取消草皮遭疑不合格,"['中華', '女足', '主場', '賽', '取消', '草皮', '遭疑', '不', '合格']",中華 / 女足 / 主場 / 賽 / 取消 / 草皮 / 遭疑 / 不 / 合格,中華/ns | 女足/n | 主場/n | 賽/v | 取消/v | 草皮/n | 遭疑/v | 不/d | 合格/n,9,9,"中華, 女足, 主場, 賽, 取消, 草皮, 遭疑, 不, 合格","{'中華': 1, '女足': 1, '主場': 1, '賽': 1, '取消': 1, '草皮': 1, '遭疑': 1, '不': 1, '合格': 1}",1.0
236,新聞標題,座位引爆火藥味 國會協商變修羅場Who Sits Where? Dignity in Dispute,座位引爆火藥味國會協商變修羅場,"['座位', '引爆', '火藥味國會', '協商', '變修', '羅場']",座位 / 引爆 / 火藥味國會 / 協商 / 變修 / 羅場,座位/n | 引爆/v | 火藥味國會/nt | 協商/n | 變修/vn | 羅場/n,6,6,"座位, 引爆, 火藥味國會, 協商, 變修, 羅場","{'座位': 1, '引爆': 1, '火藥味國會': 1, '協商': 1, '變修': 1, '羅場': 1}",1.0
237,新聞標題,廣末涼子爆打護理師 現行犯被捕Ryoko Hirosue Arrested for Kicking Nurse,廣末涼子爆打護理師現行犯被捕,"['廣末', '涼子', '爆', '打護', '理師', '現行', '犯', '被捕']",廣末 / 涼子 / 爆 / 打護 / 理師 / 現行 / 犯 / 被捕,廣末/ns | 涼子/n | 爆/v | 打護/v | 理師/n | 現行/v | 犯/vn | 被捕/v,8,8,"廣末, 涼子, 爆, 打護, 理師, 現行, 犯, 被捕","{'廣末': 1, '涼子': 1, '爆': 1, '打護': 1, '理師': 1, '現行': 1, '犯': 1, '被捕': 1}",1.0
238,新聞標題,移民署限期補件 陸配恐除戶撤證NIA Demands Docs or Revokes Residency,移民署限期補件陸配恐除戶撤證,"['移民', '署', '限期', '補件', '陸', '配恐', '除', '戶', '撤證']",移民 / 署 / 限期 / 補件 / 陸 / 配恐 / 除 / 戶 / 撤證,移民/n | 署/ng | 限期/n | 補件/n | 陸/m | 配恐/v | 除/p | 戶/q | 撤證/v,9,9,"移民, 署, 限期, 補件, 陸, 配恐, 除, 戶, 撤證","{'移民': 1, '署': 1, '限期': 1, '補件': 1, '陸': 1, '配恐': 1, '除': 1, '戶': 1, '撤證': 1}",1.0
239,新聞標題,"特休被清零 北捷勞權再掀爭議Outsourced, Overworked, Overlooked",特休被清零北捷勞權再掀爭議,"['特休', '被', '清零', '北捷', '勞權', '再', '掀', '爭議']",特休 / 被 / 清零 / 北捷 / 勞權 / 再 / 掀 / 爭議,特休/nr | 被/p | 清零/z | 北捷/nz | 勞權/n | 再/d | 掀/v | 爭議/v,8,8,"特休, 被, 清零, 北捷, 勞權, 再, 掀, 爭議","{'特休': 1, '被': 1, '清零': 1, '北捷': 1, '勞權': 1, '再': 1, '掀': 1, '爭議': 1}",1.0
240,新聞標題,司法難辨真相？斯德哥爾摩作祟Victim or Willing? Stockholm Clouds Court,司法難辨真相？斯德哥爾摩作祟,"['司法', '難', '辨', '真相', '？', '斯德哥爾摩', '作祟']",司法 / 難 / 辨 / 真相 / ？ / 斯德哥爾摩 / 作祟,司法/n | 難/a | 辨/vg | 真相/d | ？/x | 斯德哥爾摩/nrt | 作祟/v,7,7,"司法, 難, 辨, 真相, ？, 斯德哥爾摩, 作祟","{'司法': 1, '難': 1, '辨': 1, '真相': 1, '？': 1, '斯德哥爾摩': 1, '作祟': 1}",1.0
241,新聞標題,"關稅核彈來襲 府稱無預算赴美Tariff Hits Taiwan, No Travel Funds?",關稅核彈來襲府稱無預算赴美,"['關稅', '核彈', '來', '襲', '府', '稱', '無', '預算', '赴美']",關稅 / 核彈 / 來 / 襲 / 府 / 稱 / 無 / 預算 / 赴美,關稅/n | 核彈/n | 來/v | 襲/v | 府/ng | 稱/v | 無/v | 預算/v | 赴美/v,9,9,"關稅, 核彈, 來, 襲, 府, 稱, 無, 預算, 赴美","{'關稅': 1, '核彈': 1, '來': 1, '襲': 1, '府': 1, '稱': 1, '無': 1, '預算': 1, '赴美': 1}",1.0
242,新聞標題,偷錄評審會議 遭解聘起訴Spycam Scandal Shakes Academia,偷錄評審會議遭解聘起訴,"['偷錄', '評審', '會議', '遭', '解聘', '起訴']",偷錄 / 評審 / 會議 / 遭 / 解聘 / 起訴,偷錄/v | 評審/vn | 會議/n | 遭/v | 解聘/v | 起訴/v,6,6,"偷錄, 評審, 會議, 遭, 解聘, 起訴","{'偷錄': 1, '評審': 1, '會議': 1, '遭': 1, '解聘': 1, '起訴': 1}",1.0
243,新聞標題,吳思瑤力挺：先知總是寂寞的DPP defends: “Prophets are lonely,吳思瑤力挺：先知總是寂寞的,"['吳思瑤', '力', '挺', '：', '先知', '總是', '寂寞', '的']",吳思瑤 / 力 / 挺 / ： / 先知 / 總是 / 寂寞 / 的,吳思瑤/nr | 力/n | 挺/d | ：/x | 先知/n | 總是/c | 寂寞/a | 的/uj,8,8,"吳思瑤, 力, 挺, ：, 先知, 總是, 寂寞, 的","{'吳思瑤': 1, '力': 1, '挺': 1, '：': 1, '先知': 1, '總是': 1, '寂寞': 1, '的': 1}",1.0
244,新聞標題,"財部研議取消小包裹免稅引爆民怨Taiwan May Cancel Duty-Free Parcels, Public Reacts",財部研議取消小包裹免稅引爆民怨-,"['財部', '研議', '取消', '小', '包裹', '免稅', '引爆', '民怨', '-']",財部 / 研議 / 取消 / 小 / 包裹 / 免稅 / 引爆 / 民怨 / -,財部/n | 研議/vn | 取消/v | 小/a | 包裹/v | 免稅/v | 引爆/v | 民怨/n | -/x,9,9,"財部, 研議, 取消, 小, 包裹, 免稅, 引爆, 民怨, -","{'財部': 1, '研議': 1, '取消': 1, '小': 1, '包裹': 1, '免稅': 1, '引爆': 1, '民怨': 1, '-': 1}",1.0
245,新聞標題,"台美11日關稅對談 賴總統喊話備戰Taiwan, US Start Tariff Talks on April 11",台美11日關稅對談賴總統喊話備戰11,"['台美', '11', '日', '關稅', '對', '談賴', '總統', '喊', '話備', '戰', '11']",台美 / 11 / 日 / 關稅 / 對 / 談賴 / 總統 / 喊 / 話備 / 戰 / 11,台美/ns | 11/m | 日/m | 關稅/n | 對/p | 談賴/v | 總統/n | 喊/v | 話備/n | 戰/n | 11/m,11,10,"台美, 11, 日, 關稅, 對, 談賴, 總統, 喊, 話備, 戰, 11","{'台美': 1, '11': 2, '日': 1, '關稅': 1, '對': 1, '談賴': 1, '總統': 1, '喊': 1, '話備': 1, '戰': 1}",0.9090909090909091
246,新聞標題,"台中深夜戰車拋錨！軍方急澄清Tank Breaks Down in Taichung, Army Responds",台中深夜戰車拋錨！軍方急澄清,"['台', '中', '深夜', '戰車', '拋錨', '！', '軍方', '急', '澄清']",台 / 中 / 深夜 / 戰車 / 拋錨 / ！ / 軍方 / 急 / 澄清,台/q | 中/f | 深夜/t | 戰車/n | 拋錨/v | ！/x | 軍方/n | 急/v | 澄清/v,9,9,"台, 中, 深夜, 戰車, 拋錨, ！, 軍方, 急, 澄清","{'台': 1, '中': 1, '深夜': 1, '戰車': 1, '拋錨': 1, '！': 1, '軍方': 1, '急': 1, '澄清': 1}",1.0
247,新聞標題,器官國有論發酵 醫界怒駁謠言Hospital Hits Back at Organ Rumors,器官國有論發酵醫界怒駁謠言,"['器官', '國有論', '發酵', '醫界', '怒駁', '謠言']",器官 / 國有論 / 發酵 / 醫界 / 怒駁 / 謠言,器官/n | 國有論/n | 發酵/v | 醫界/n | 怒駁/v | 謠言/n,6,6,"器官, 國有論, 發酵, 醫界, 怒駁, 謠言","{'器官': 1, '國有論': 1, '發酵': 1, '醫界': 1, '怒駁': 1, '謠言': 1}",1.0
248,新聞標題,"補助金拖兩年 吳東霖怒揭體壇黑箱Grant Still Unpaid, Wu Goes Public",補助金拖兩年吳東霖怒揭體壇黑箱,"['補助', '金', '拖', '兩年', '吳東霖', '怒', '揭', '體壇', '黑箱']",補助 / 金 / 拖 / 兩年 / 吳東霖 / 怒 / 揭 / 體壇 / 黑箱,補助/v | 金/b | 拖/v | 兩年/m | 吳東霖/nr | 怒/vg | 揭/v | 體壇/n | 黑箱/n,9,9,"補助, 金, 拖, 兩年, 吳東霖, 怒, 揭, 體壇, 黑箱","{'補助': 1, '金': 1, '拖': 1, '兩年': 1, '吳東霖': 1, '怒': 1, '揭': 1, '體壇': 1, '黑箱': 1}",1.0
249,新聞標題,"罷免傅崐萁爆4000份連署錯誤""4,000 Recall Petitions for Fu Found Invalid",罷免傅崐萁爆4000份連署錯誤4000,"['罷免', '傅', '崐', '萁', '爆', '4000', '份', '連署', '錯誤', '4000']",罷免 / 傅 / 崐 / 萁 / 爆 / 4000 / 份 / 連署 / 錯誤 / 4000,罷免/v | 傅/nr | 崐/zg | 萁/g | 爆/v | 4000/m | 份/q | 連署/v | 錯誤/n | 4000/m,10,9,"罷免, 傅, 崐, 萁, 爆, 4000, 份, 連署, 錯誤, 4000","{'罷免': 1, '傅': 1, '崐': 1, '萁': 1, '爆': 1, '4000': 2, '份': 1, '連署': 1, '錯誤': 1}",0.9
250,新聞標題,"陳其邁喊降準救產業 卓榮泰：會討論Kaohsiung Mayor Urges RRR Cut, PM: Under Review",陳其邁喊降準救產業卓榮泰：會討論,"['陳其邁', '喊降', '準救', '產業', '卓榮泰', '：', '會', '討論']",陳其邁 / 喊降 / 準救 / 產業 / 卓榮泰 / ： / 會 / 討論,陳其邁/nr | 喊降/v | 準救/v | 產業/n | 卓榮泰/nr | ：/x | 會/v | 討論/v,8,8,"陳其邁, 喊降, 準救, 產業, 卓榮泰, ：, 會, 討論","{'陳其邁': 1, '喊降': 1, '準救': 1, '產業': 1, '卓榮泰': 1, '：': 1, '會': 1, '討論': 1}",1.0
251,新聞標題,輝達攜台廠在美打造AI超級電腦供應鏈NVIDIA Builds AI Chain in US with Taiwan Firms,輝達攜台廠在美打造超級電腦供應鏈,"['輝達', '攜台', '廠', '在', '美', '打造', '超級', '電腦', '供應', '鏈']",輝達 / 攜台 / 廠 / 在 / 美 / 打造 / 超級 / 電腦 / 供應 / 鏈,輝達/a | 攜台/v | 廠/n | 在/p | 美/ns | 打造/v | 超級/b | 電腦/n | 供應/vn | 鏈/n,10,10,"輝達, 攜台, 廠, 在, 美, 打造, 超級, 電腦, 供應, 鏈","{'輝達': 1, '攜台': 1, '廠': 1, '在': 1, '美': 1, '打造': 1, '超級': 1, '電腦': 1, '供應': 1, '鏈': 1}",1.0
252,新聞標題,貴婦奈奈逃亡7年擬返台投案Runaway Fraud Suspect Nana Writes to DAs,貴婦奈奈逃亡7年擬返台投案,"['貴婦奈奈', '逃亡', '7', '年', '擬', '返台', '投案']",貴婦奈奈 / 逃亡 / 7 / 年 / 擬 / 返台 / 投案,貴婦奈奈/nt | 逃亡/v | 7/m | 年/m | 擬/v | 返台/v | 投案/n,7,7,"貴婦奈奈, 逃亡, 7, 年, 擬, 返台, 投案","{'貴婦奈奈': 1, '逃亡': 1, '7': 1, '年': 1, '擬': 1, '返台': 1, '投案': 1}",1.0
253,新聞標題,國軍共諜案爆炸！憲兵揮五星旗Soldiers Film Surrender Vows to China,國軍共諜案爆炸！憲兵揮五星旗,"['國軍', '共諜案', '爆炸', '！', '憲兵', '揮', '五星旗']",國軍 / 共諜案 / 爆炸 / ！ / 憲兵 / 揮 / 五星旗,國軍/n | 共諜案/n | 爆炸/v | ！/x | 憲兵/n | 揮/v | 五星旗/nr,7,7,"國軍, 共諜案, 爆炸, ！, 憲兵, 揮, 五星旗","{'國軍': 1, '共諜案': 1, '爆炸': 1, '！': 1, '憲兵': 1, '揮': 1, '五星旗': 1}",1.0
254,新聞標題,零關稅衝擊農村 台灣稻米危機浮現Zero Tariff Rice Policy Sparks Taiwan Crisis,零關稅衝擊農村台灣稻米危機浮現,"['零', '關稅', '衝擊', '農村', '台灣', '稻米', '危機', '浮現']",零 / 關稅 / 衝擊 / 農村 / 台灣 / 稻米 / 危機 / 浮現,零/m | 關稅/n | 衝擊/vn | 農村/n | 台灣/ns | 稻米/n | 危機/n | 浮現/v,8,8,"零, 關稅, 衝擊, 農村, 台灣, 稻米, 危機, 浮現","{'零': 1, '關稅': 1, '衝擊': 1, '農村': 1, '台灣': 1, '稻米': 1, '危機': 1, '浮現': 1}",1.0
255,新聞標題,劉沛失言遭批性別歧視 緊急發文道歉Liu Pei Criticized for Ageist Remark,劉沛失言遭批性別歧視緊急發文道歉,"['劉沛', '失言', '遭批', '性別', '歧視', '緊急', '發文', '道歉']",劉沛 / 失言 / 遭批 / 性別 / 歧視 / 緊急 / 發文 / 道歉,劉沛/nr | 失言/v | 遭批/v | 性別/n | 歧視/v | 緊急/a | 發文/n | 道歉/v,8,8,"劉沛, 失言, 遭批, 性別, 歧視, 緊急, 發文, 道歉","{'劉沛': 1, '失言': 1, '遭批': 1, '性別': 1, '歧視': 1, '緊急': 1, '發文': 1, '道歉': 1}",1.0
256,新聞標題,民進黨立委接死亡威脅惹議DPP Lawmakers Receive Death Threats,民進黨立委接死亡威脅惹議,"['民進黨', '立委', '接', '死亡', '威脅', '惹議']",民進黨 / 立委 / 接 / 死亡 / 威脅 / 惹議,民進黨/nt | 立委/j | 接/v | 死亡/v | 威脅/vn | 惹議/v,6,6,"民進黨, 立委, 接, 死亡, 威脅, 惹議","{'民進黨': 1, '立委': 1, '接': 1, '死亡': 1, '威脅': 1, '惹議': 1}",1.0
257,新聞標題,幽靈連署遭起底 罷免成政治風暴Fake Petition Probe Shakes Taiwan Politics,幽靈連署遭起底罷免成政治風暴,"['幽靈', '連署', '遭起', '底', '罷', '免成', '政治', '風暴']",幽靈 / 連署 / 遭起 / 底 / 罷 / 免成 / 政治 / 風暴,幽靈/n | 連署/v | 遭起/v | 底/f | 罷/v | 免成/v | 政治/n | 風暴/n,8,8,"幽靈, 連署, 遭起, 底, 罷, 免成, 政治, 風暴","{'幽靈': 1, '連署': 1, '遭起': 1, '底': 1, '罷': 1, '免成': 1, '政治': 1, '風暴': 1}",1.0
258,新聞標題,邱議瑩搧羅智強耳光 判賠20萬Chiu Yi-ying Fined NT$200K for Slapping Lo,邱議瑩搧羅智強耳光判賠20萬-200,"['邱議', '瑩', '搧', '羅', '智', '強', '耳光', '判賠', '20', '萬', '-', '200']",邱議 / 瑩 / 搧 / 羅 / 智 / 強 / 耳光 / 判賠 / 20 / 萬 / - / 200,邱議/nr | 瑩/nr | 搧/zg | 羅/j | 智/nr | 強/a | 耳光/n | 判賠/v | 20/m | 萬/m | -/x | 200/m,12,12,"邱議, 瑩, 搧, 羅, 智, 強, 耳光, 判賠, 20, 萬, -, 200","{'邱議': 1, '瑩': 1, '搧': 1, '羅': 1, '智': 1, '強': 1, '耳光': 1, '判賠': 1, '20': 1, '萬': 1, '-': 1, '200': 1}",1.0
259,新聞標題,"川普嗆聲俄烏：不讓步就不管了US May Exit War Talks, Trump Warns",川普嗆聲俄烏：不讓步就不管了,"['川普', '嗆', '聲', '俄', '烏', '：', '不', '讓', '步', '就', '不管', '了']",川普 / 嗆 / 聲 / 俄 / 烏 / ： / 不 / 讓 / 步 / 就 / 不管 / 了,川普/nr | 嗆/v | 聲/q | 俄/j | 烏/j | ：/x | 不/d | 讓/v | 步/q | 就/d | 不管/c | 了/ul,12,12,"川普, 嗆, 聲, 俄, 烏, ：, 不, 讓, 步, 就, 不管, 了","{'川普': 1, '嗆': 1, '聲': 1, '俄': 1, '烏': 1, '：': 1, '不': 1, '讓': 1, '步': 1, '就': 1, '不管': 1, '了': 1}",1.0
260,新聞標題,"勇警擊斃家暴男卻被辦過失致死Officer Shoots Abuser, Faces Charges",勇警擊斃家暴男卻被辦過失致死,"['勇警', '擊斃', '家暴', '男', '卻', '被', '辦過', '失', '致死']",勇警 / 擊斃 / 家暴 / 男 / 卻 / 被 / 辦過 / 失 / 致死,勇警/n | 擊斃/v | 家暴/n | 男/b | 卻/d | 被/p | 辦過/v | 失/v | 致死/v,9,9,"勇警, 擊斃, 家暴, 男, 卻, 被, 辦過, 失, 致死","{'勇警': 1, '擊斃': 1, '家暴': 1, '男': 1, '卻': 1, '被': 1, '辦過': 1, '失': 1, '致死': 1}",1.0
261,新聞標題,合歡山淨山行動 清出900公斤垃圾Hehuanshan Cleanup Finds 900kg Trash,合歡山淨山行動清出900公斤垃圾900,"['合歡', '山淨山', '行動', '清出', '900', '公斤', '垃圾', '900']",合歡 / 山淨山 / 行動 / 清出 / 900 / 公斤 / 垃圾 / 900,合歡/v | 山淨山/ns | 行動/vn | 清出/a | 900/m | 公斤/q | 垃圾/n | 900/m,8,7,"合歡, 山淨山, 行動, 清出, 900, 公斤, 垃圾, 900","{'合歡': 1, '山淨山': 1, '行動': 1, '清出': 1, '900': 2, '公斤': 1, '垃圾': 1}",0.875
